Time, setTemp,  currentTemp 
13:56:39, 20.5, 25.0
14:01:39, 20.5, 25.0
14:06:39, 20.5, 25.0
14:11:39, 20.5, 25.0
14:16:39, 20.5, 25.0
14:21:40, 20.5, 25.0
14:26:40, 20.5, 25.0
14:31:40, 20.5, 25.0
14:36:40, 20.5, 25.1
